,Number of Medicare Beneficiaries-2012,Total Drug Medicare Payment Amount-2012,Total Medical Medicare Payment Amount-2012,Number of Medicare Beneficiaries-2013,Total Drug Medicare Payment Amount-2013,Total Medical Medicare Payment Amount-2013,Number of Medicare Beneficiaries-2014,Total Drug Medicare Payment Amount-2014,Total Medical Medicare Payment Amount-2014,Number of Medicare Beneficiaries-2015,Total Drug Medicare Payment Amount-2015,Total Medical Medicare Payment Amount-2015,Number of Medicare Beneficiaries-2016,Total Drug Medicare Payment Amount-2016,Total Medical Medicare Payment Amount-2016,Number of Medicare Beneficiaries-2017,Total Drug Medicare Payment Amount-2017,Total Medical Medicare Payment Amount-2017,Number of Medicare Beneficiaries-2018,Total Drug Medicare Payment Amount-2018,Total Medical Medicare Payment Amount-2018
1063426112,273.0,0.0,32892.59,250.0,0.0,38274.65,218.0,0.0,31696.87,216.0,0.0,28123.8,175.0,0.0,23293.94,112.0,0.0,11474.32,,,
1063439776,1104.0,0.0,307101.21,951.0,0.0,277783.89,1008.0,0.0,283165.06,909.0,0.0,227491.05,1090.0,,,1157.0,0.0,301341.31,1259.0,2164.56,357106.83
1063471936,465.0,,,467.0,,,405.0,0.0,103844.67,373.0,0.0,89548.95,377.0,0.0,84955.21,330.0,0.0,58944.25,,,
1063476448,851.0,1428466.9,786655.66,943.0,1613050.23,513473.35,900.0,1649541.73,513717.34,1028.0,1748182.13,493887.47,1210.0,2062475.32,615928.15,1084.0,2166242.1,561687.81,1015.0,1988983.32,502400.18
1063527406,1572.0,0.0,365155.1,1398.0,0.0,272809.55,1226.0,0.0,222176.39,244.0,0.0,19661.82,,,,,,,,,
1063553378,1363.0,0.0,310389.49,1447.0,0.0,332659.59,1482.0,0.0,340975.18,1367.0,0.0,300022.17,937.0,0.0,215526.18,738.0,0.0,169420.22,644.0,0.0,139073.98
1063569655,853.0,,,961.0,9071.26,616628.64,989.0,12927.94,802600.41,979.0,13265.58,707177.81,966.0,10373.71,836699.95,995.0,9883.57,790527.83,990.0,11610.48,768506.17
1063599397,1130.0,0.0,265168.82,1110.0,0.0,232149.9,1052.0,0.0,211576.67,990.0,0.0,192621.05,905.0,0.0,176443.76,827.0,0.0,146764.61,767.0,0.0,138435.41
1063606374,711.0,0.0,160314.36,753.0,0.0,142652.01,768.0,0.0,154747.27,858.0,0.0,165001.74,824.0,0.0,149694.72,871.0,0.0,163464.06,750.0,0.0,116296.92
1063619674,302.0,29141.9,62260.65,446.0,78203.09,156627.9,401.0,130922.87,125397.95,402.0,152298.43,135212.54,449.0,47856.91,110111.5,360.0,0.0,89011.6,396.0,0.0,113041.21
1063638682,644.0,,,642.0,,,649.0,,,676.0,,,668.0,0.0,201683.23,691.0,,,704.0,,
1063654978,,,,137.0,,,249.0,,,256.0,0.0,81030.6,433.0,,,448.0,30134.59,195182.07,437.0,,
1063724797,,,,,,,57.0,0.0,6382.02,67.0,0.0,6787.17,,,,24.0,0.0,3085.84,13.0,0.0,2896.61
1063739928,,,,,,,,,,,,,,,,,,,495.0,0.0,138258.28
1063850808,,,,,,,,,,,,,,,,90.0,0.0,6591.16,419.0,0.0,68733.72
1073507190,569.0,0.0,149724.97,565.0,0.0,143767.53,536.0,0.0,141119.09,570.0,0.0,140644.82,635.0,0.0,162370.31,655.0,0.0,161419.39,619.0,0.0,168261.36
1073516597,1425.0,0.0,398991.7,1431.0,0.0,364850.71,1485.0,0.0,359271.39,1508.0,0.0,344616.64,1542.0,0.0,314397.04,1503.0,0.0,320985.96,1399.0,0.0,315619.35
1073528790,21.0,0.0,4481.61,14.0,0.0,3317.36,12.0,0.0,2904.69,,,,,,,,,,,,
1073537817,786.0,0.0,169616.52,788.0,0.0,147096.24,730.0,,,715.0,,,690.0,0.0,131901.1,712.0,,,703.0,,
1073538104,413.0,26864.95,256880.21,430.0,29161.57,283861.76,440.0,36216.74,265018.77,430.0,28037.51,258497.29,389.0,34963.53,210888.66,384.0,27126.83,229434.12,394.0,27468.51,212734.35
1073545315,1173.0,,,1383.0,,,1567.0,0.0,201220.54,1361.0,,,,,,,,,,,
1073557351,291.0,0.0,30022.9,151.0,0.0,15822.61,187.0,0.0,21542.45,106.0,0.0,10452.06,45.0,0.0,4250.75,78.0,0.0,6004.41,66.0,0.0,8761.42
1073565560,906.0,0.0,341013.17,780.0,0.0,263188.45,663.0,0.0,196290.06,506.0,0.0,119806.67,674.0,0.0,121369.52,527.0,0.0,97397.72,518.0,0.0,91558.53
1073566568,854.0,412831.71,749948.7,871.0,513642.68,723930.46,862.0,507222.52,677698.38,899.0,592342.35,704576.69,945.0,483385.77,739880.62,968.0,601902.36,636076.21,960.0,618575.54,671393.32
1073576328,1454.0,,,1511.0,,,1604.0,,,1660.0,,,1644.0,,,1698.0,,,1802.0,,
1073612735,1584.0,,,1478.0,,,1412.0,,,1363.0,,,1370.0,,,1124.0,,,1070.0,0.0,404714.44
1073670212,234.0,0.0,75147.94,106.0,0.0,18034.33,524.0,0.0,140338.7,461.0,0.0,145665.8,319.0,0.0,79596.65,244.0,0.0,58279.85,166.0,0.0,23969.19
1073670477,,,,,,,,,,685.0,337415.6,234761.63,482.0,131509.46,109559.79,178.0,0.0,48643.0,297.0,0.0,63849.81
1073730081,386.0,0.0,51531.92,327.0,0.0,46135.51,281.0,0.0,42166.12,242.0,0.0,37496.45,229.0,0.0,32870.81,174.0,0.0,23058.48,184.0,0.0,22228.16
1073750097,279.0,30371.6,121508.4,251.0,57129.59,101331.64,333.0,53299.55,141159.88,496.0,12162.32,266868.78,333.0,33968.82,114886.1,,,,,,
1073844007,,,,,,,,,,30.0,0.0,4772.14,22.0,0.0,3308.55,19.0,0.0,1896.96,,,
1083016836,,,,,,,,,,20.0,0.0,2384.18,,,,,,,,,
1083608004,547.0,6012.1,175469.08,541.0,27653.38,171431.15,555.0,46743.36,200763.19,573.0,,,609.0,46452.12,209148.31,600.0,15443.12,181906.51,594.0,33925.47,192440.35
1083620066,502.0,0.0,80463.0,510.0,0.0,74651.33,309.0,0.0,34844.31,166.0,0.0,20149.66,631.0,0.0,104319.02,716.0,0.0,126602.41,711.0,0.0,122693.49
1083631949,267.0,0.0,119536.22,243.0,0.0,98163.17,251.0,0.0,94657.29,240.0,0.0,97659.1,233.0,0.0,82189.8,180.0,0.0,65858.96,157.0,0.0,46568.68
1083636005,357.0,0.0,67571.82,322.0,0.0,63787.53,255.0,0.0,51215.42,331.0,0.0,54597.55,250.0,0.0,39516.34,325.0,0.0,50429.2,327.0,0.0,52204.46
1083636187,14.0,0.0,3769.45,11.0,0.0,1941.56,,,,,,,,,,,,,,,
1083652481,,,,,,,144.0,0.0,44418.15,228.0,0.0,106737.61,270.0,0.0,106401.26,303.0,0.0,121684.81,357.0,0.0,135682.04
1083667307,614.0,0.0,291931.37,631.0,0.0,258021.11,663.0,0.0,308816.25,681.0,0.0,279601.14,715.0,0.0,287256.35,752.0,,,677.0,0.0,229996.59
1083670152,698.0,0.0,129000.16,318.0,0.0,94191.62,356.0,0.0,101211.88,340.0,0.0,83095.64,294.0,0.0,60157.28,275.0,0.0,49988.12,344.0,0.0,66609.55
1083674436,184.0,0.0,45440.04,160.0,0.0,33163.58,169.0,0.0,31337.83,170.0,0.0,40568.54,168.0,0.0,39878.14,185.0,0.0,43010.67,178.0,0.0,42973.26
1083688642,1069.0,,,1069.0,,,1093.0,24690.28,341281.42,1070.0,5009.23,319019.85,1085.0,,,1063.0,,,1049.0,,
1083688659,545.0,0.0,112620.6,585.0,0.0,115117.04,575.0,0.0,113961.03,589.0,0.0,96455.99,678.0,0.0,111138.02,643.0,0.0,95221.91,615.0,0.0,103637.26
1083698336,625.0,0.0,172334.75,603.0,0.0,172444.54,551.0,0.0,143161.56,593.0,0.0,142024.6,521.0,0.0,157949.75,579.0,,,574.0,,
1083698732,317.0,0.0,95356.74,391.0,0.0,118261.38,458.0,0.0,130963.24,498.0,0.0,133648.39,587.0,0.0,157922.82,581.0,0.0,177375.11,562.0,0.0,186794.09
1083700538,1306.0,0.0,383059.18,1423.0,0.0,387850.39,1348.0,0.0,353113.15,1391.0,0.0,374030.09,1365.0,0.0,344785.8,1259.0,0.0,292980.31,1193.0,0.0,304075.71
1083706261,35.0,,,33.0,,,36.0,,,31.0,,,28.0,,,23.0,,,21.0,,
1083722144,310.0,0.0,106718.26,306.0,0.0,87339.35,288.0,0.0,60074.4,284.0,0.0,41578.49,33.0,0.0,937.13,,,,,,
1083744775,412.0,0.0,254437.48,278.0,0.0,153986.55,337.0,0.0,253524.76,617.0,0.0,421760.19,749.0,0.0,460105.27,1065.0,0.0,577280.43,932.0,0.0,619625.88
1083747893,254.0,0.0,37393.34,157.0,0.0,18268.22,,,,,,,,,,,,,,,
1083755060,882.0,,,1012.0,0.0,388572.03,764.0,0.0,179812.6,605.0,0.0,209428.55,592.0,0.0,200984.53,582.0,0.0,197344.31,583.0,0.0,150420.89
1083762918,,,,,,,,,,,,,,,,11.0,,,,,
1083774996,391.0,,,466.0,9432.01,143126.55,466.0,11200.82,131863.47,561.0,19267.78,155859.87,529.0,19746.12,151495.85,275.0,8893.02,51706.56,,,
1083781843,,,,,,,,,,,,,,,,14.0,,,15.0,,
1083786636,1136.0,,,1080.0,,,537.0,0.0,81035.49,,,,,,,31.0,0.0,3361.45,83.0,0.0,9171.85
1083792980,104.0,0.0,9284.94,,,,,,,,,,,,,,,,,,
1083803621,98.0,0.0,21091.86,152.0,0.0,26186.41,260.0,0.0,75353.1,183.0,0.0,43910.76,212.0,0.0,50107.16,114.0,0.0,27297.82,179.0,0.0,43126.74
1083825624,1296.0,0.0,704790.26,1171.0,0.0,632330.23,983.0,0.0,495494.79,939.0,0.0,484582.53,968.0,0.0,532022.78,919.0,0.0,490462.64,919.0,0.0,518887.53
1083841027,,,,,,,,,,,,,258.0,35494.98,89079.94,881.0,216416.88,431842.61,921.0,453680.49,610960.93
1083855670,97.0,0.0,12041.12,205.0,0.0,26004.89,354.0,46425.45,89836.72,544.0,169864.31,263460.72,923.0,,,1093.0,52297.53,380589.29,1023.0,53618.72,350857.6
1083876098,,,,,,,,,,1359.0,0.0,365434.83,1517.0,0.0,404301.43,1464.0,0.0,411252.27,1391.0,0.0,413414.92
1083938096,,,,,,,,,,,,,,,,,,,162.0,0.0,53286.82
1093058059,,,,,,,,,,,,,,,,74.0,0.0,12858.72,,,
1093058158,,,,,,,,,,,,,,,,39.0,0.0,2875.67,,,
1093098600,184.0,0.0,19374.99,351.0,0.0,41078.65,430.0,0.0,49397.28,426.0,0.0,46971.54,485.0,0.0,51712.38,499.0,0.0,53855.87,644.0,0.0,67181.9
1093707580,569.0,0.0,232449.44,578.0,0.0,195072.68,624.0,0.0,220735.42,678.0,0.0,238768.71,672.0,0.0,230086.48,714.0,0.0,248394.02,697.0,0.0,264645.96
1093711079,1840.0,,,1820.0,,,1804.0,,,1802.0,,,1650.0,,,1535.0,,,1315.0,,
1093719858,129.0,0.0,95157.11,46.0,0.0,3501.52,112.0,0.0,8913.83,,,,20.0,0.0,1237.83,,,,,,
1093721938,1063.0,0.0,256129.69,994.0,,,985.0,,,1110.0,,,1125.0,,,1206.0,,,1319.0,,
1093722258,233.0,215139.63,200029.67,249.0,345261.77,164525.64,307.0,396521.38,203456.86,,,,,,,,,,,,
1093748766,,,,,,,,,,71.0,0.0,14542.99,65.0,0.0,14486.27,39.0,0.0,19911.96,47.0,0.0,11645.98
1093749491,791.0,624833.66,499427.06,745.0,545711.32,417510.88,730.0,621881.65,362917.15,738.0,630065.13,357521.88,717.0,574431.29,366909.82,471.0,344881.49,187276.15,,,
1093764177,1297.0,0.0,648726.93,1312.0,0.0,630794.42,1263.0,0.0,678085.8,1319.0,0.0,643569.84,1487.0,0.0,716326.04,1508.0,0.0,611436.88,1341.0,0.0,625205.45
1093766651,167.0,0.0,47320.37,178.0,0.0,48626.38,203.0,0.0,56190.62,155.0,0.0,36523.48,173.0,0.0,34942.9,155.0,0.0,33015.19,146.0,0.0,33901.79
1093767592,179.0,0.0,48748.04,206.0,0.0,55394.18,196.0,0.0,41599.41,173.0,0.0,38948.88,200.0,0.0,48889.78,192.0,0.0,40423.79,193.0,0.0,42343.44
1093768186,656.0,0.0,209527.88,393.0,0.0,168502.85,544.0,0.0,135608.14,336.0,0.0,74145.95,335.0,0.0,56612.38,299.0,0.0,49519.13,278.0,0.0,57222.62
1093778094,324.0,0.0,47412.85,46.0,0.0,11609.75,41.0,0.0,10717.28,45.0,0.0,16699.86,37.0,0.0,14652.29,27.0,0.0,7720.77,50.0,0.0,11903.49
1093778326,860.0,33.9,436173.61,946.0,,,982.0,21.82,453568.69,1016.0,,,1139.0,0.0,514320.03,1029.0,0.0,480723.45,983.0,,
1093785123,,,,333.0,0.0,37741.91,361.0,0.0,31986.31,268.0,0.0,28146.64,11.0,0.0,852.62,,,,,,
1093852253,569.0,0.0,159221.83,586.0,0.0,168350.54,618.0,0.0,190346.97,644.0,0.0,194212.0,647.0,0.0,207847.69,630.0,0.0,166964.74,624.0,0.0,164254.52
1093893174,14.0,0.0,1830.01,13.0,0.0,1951.06,11.0,0.0,2519.32,,,,,,,18.0,0.0,1908.89,14.0,0.0,1192.51
1093893182,,,,,,,,,,,,,,,,15.0,0.0,2729.51,11.0,0.0,4326.17
1093893711,,,,13.0,0.0,4277.06,,,,11.0,0.0,1349.99,,,,17.0,0.0,2816.45,12.0,0.0,2518.3
1093917247,,,,,,,,,,,,,,,,,,,22.0,,
1093934200,,,,,,,,,,,,,19.0,,,,,,,,
1093948176,,,,11.0,,,164.0,20421.5,36511.62,239.0,32090.8,103722.34,445.0,205104.54,302602.93,589.0,614583.19,452955.45,811.0,1577775.73,718609.93
1093949687,430.0,0.0,109956.07,677.0,0.0,265249.47,1100.0,0.0,400433.42,1047.0,0.0,331053.09,1128.0,0.0,362597.45,1003.0,0.0,320120.96,996.0,0.0,326069.95
1104010164,572.0,,,525.0,,,,,,,,,,,,,,,,,
1104022045,237.0,139738.69,347761.53,284.0,223223.16,261658.95,317.0,312929.16,266777.91,390.0,407153.94,310979.85,443.0,416761.37,337981.71,523.0,730221.09,384035.55,543.0,839703.7,411230.61
1104030055,,,,,,,684.0,2507.14,179541.73,401.0,5442.14,139576.24,340.0,,,347.0,4108.6,144100.79,372.0,,
1104036128,818.0,,,873.0,,,870.0,,,906.0,,,1015.0,,,1158.0,,,1214.0,,
1104057231,,,,13.0,,,40.0,,,65.0,,,150.0,31082.97,86914.18,192.0,62567.36,85123.17,,,
1104117589,,,,,,,,,,80.0,0.0,11952.49,297.0,0.0,94940.06,335.0,0.0,120281.38,,,
1104237353,,,,,,,,,,,,,,,,,,,23.0,0.0,4196.58
1104242924,,,,,,,,,,112.0,0.0,7720.16,353.0,,,523.0,4091.92,173037.72,620.0,4296.98,192709.03
1104243484,,,,,,,,,,,,,,,,,,,225.0,0.0,9994.28
1104800747,1039.0,0.0,318740.99,1056.0,0.0,312449.0,1076.0,0.0,307637.25,1124.0,0.0,310494.97,1109.0,0.0,303730.15,1177.0,0.0,330543.3,1137.0,0.0,318568.96
1104828706,1285.0,975100.59,637622.52,1275.0,1254188.67,609084.08,1216.0,983553.21,548032.54,1116.0,954111.05,497914.82,1100.0,898612.67,500243.62,1001.0,981572.64,459668.89,972.0,1130806.66,477433.5
1104837657,307.0,0.0,86636.15,317.0,0.0,73054.13,316.0,0.0,70366.67,326.0,,,326.0,0.0,65115.11,303.0,0.0,55312.36,302.0,0.0,56560.26
1104852870,315.0,0.0,121584.57,275.0,0.0,74273.41,142.0,,,141.0,0.0,53917.6,117.0,0.0,49318.38,,,,,,
1104854249,79.0,0.0,31477.95,99.0,0.0,47290.71,62.0,0.0,21453.35,106.0,0.0,43429.07,97.0,0.0,42071.53,56.0,0.0,24515.32,142.0,0.0,47463.62
1104857572,372.0,0.0,69492.44,411.0,0.0,71921.33,418.0,0.0,60707.79,386.0,0.0,49375.51,380.0,0.0,54557.21,382.0,0.0,54881.29,400.0,0.0,61149.2
1104860691,1453.0,35.94,709697.47,1544.0,,,1515.0,,,1522.0,0.0,918167.1,1525.0,0.0,922559.27,1506.0,0.0,891988.63,1537.0,0.0,925311.25
1104893692,778.0,,,798.0,,,794.0,,,796.0,,,863.0,0.0,193808.38,694.0,0.0,171864.2,639.0,0.0,137048.21
1104897503,1001.0,0.0,203489.39,1007.0,0.0,186484.66,944.0,0.0,181962.0,878.0,0.0,185136.12,871.0,0.0,156055.27,740.0,0.0,107698.52,588.0,0.0,86850.07
1104902550,158.0,0.0,27611.11,159.0,0.0,23499.91,143.0,0.0,18003.96,96.0,0.0,9677.15,70.0,0.0,6277.23,25.0,0.0,1749.38,,,
1104904747,,,,,,,,,,,,,,,,12.0,0.0,445.2,14.0,0.0,1334.54
1104904994,17.0,0.0,1801.52,20.0,0.0,1994.33,17.0,0.0,1203.25,22.0,0.0,2259.31,,,,,,,,,
1104919539,,,,,,,,,,,,,13.0,0.0,879.49,16.0,0.0,1129.24,24.0,0.0,1798.19
1104964303,,,,,,,,,,,,,,,,,,,127.0,0.0,25990.58
1104965375,18.0,0.0,13028.04,,,,,,,,,,,,,,,,,,
1104972736,574.0,1522.32,105231.86,,,,,,,,,,,,,,,,,,
1104977636,977.0,,,961.0,,,971.0,,,1501.0,,,1540.0,,,1566.0,,,1220.0,,
1104991751,846.0,0.0,168313.39,325.0,0.0,50090.52,207.0,0.0,34952.76,256.0,0.0,37480.06,239.0,0.0,34173.22,236.0,0.0,36505.14,185.0,0.0,31433.46
1114025780,388.0,0.0,139206.39,526.0,,,308.0,0.0,207482.6,317.0,,,285.0,,,306.0,,,309.0,0.0,158529.67
1114085636,300.0,0.0,55424.9,316.0,0.0,70238.9,325.0,0.0,63639.07,159.0,0.0,21373.13,,,,,,,,,
1114087764,879.0,0.0,192231.02,862.0,0.0,191575.84,836.0,0.0,210073.2,822.0,0.0,187300.53,847.0,0.0,200278.58,822.0,0.0,179830.86,550.0,0.0,106218.97
1114090537,53.0,0.0,5795.79,48.0,0.0,5562.25,,,,,,,,,,,,,,,
1114093853,389.0,0.0,148826.13,371.0,0.0,114228.55,315.0,0.0,80381.54,266.0,0.0,57619.8,147.0,0.0,24231.14,,,,,,
1114140795,1121.0,,,1249.0,,,1189.0,0.0,484007.01,1127.0,,,1102.0,,,1014.0,,,1091.0,,
1114141488,822.0,0.0,118115.7,818.0,0.0,118677.61,773.0,0.0,112359.14,641.0,0.0,85369.13,506.0,0.0,57820.68,487.0,0.0,58615.44,461.0,0.0,53855.41
1114156775,70.0,0.0,8574.5,231.0,,,95.0,0.0,11377.27,,,,,,,17.0,0.0,3438.14,20.0,,
1114176674,18.0,0.0,1599.84,625.0,982.4,162843.9,623.0,2979.35,157985.45,21.0,0.0,1532.91,14.0,0.0,814.34,11.0,0.0,746.57,17.0,0.0,1012.68
1114198231,107.0,0.0,34354.07,78.0,0.0,16254.95,35.0,0.0,6441.78,,,,,,,,,,,,
1114210176,,,,,,,,,,,,,,,,116.0,0.0,14693.78,38.0,0.0,4530.7
1114254711,,,,,,,,,,,,,637.0,0.0,113940.39,693.0,36643.28,132588.58,606.0,254344.42,280717.52
1114347085,,,,,,,,,,,,,,,,,,,46.0,,
1114366440,,,,,,,,,,,,,,,,11.0,0.0,1374.6,93.0,0.0,16728.42
1114366796,,,,,,,,,,,,,,,,90.0,0.0,12437.63,,,
1114903317,500.0,0.0,89601.22,363.0,,,302.0,0.0,81301.38,280.0,0.0,86245.74,283.0,0.0,70376.62,232.0,0.0,78887.45,230.0,0.0,82509.13
1114905494,746.0,0.0,109209.63,1018.0,,,1385.0,0.0,202813.71,1463.0,0.0,244520.88,1355.0,,,1095.0,0.0,172733.1,1145.0,0.0,221807.78
1114913761,1675.0,96110.27,656596.5,1734.0,259913.33,628805.07,1788.0,479491.81,781398.71,1903.0,761877.07,744164.5,1826.0,1066021.92,766040.88,1950.0,1088746.47,814355.66,1986.0,1265626.37,860937.23
1114919495,871.0,57223.14,370891.69,1077.0,134580.95,449961.78,1024.0,206530.33,429196.39,1040.0,343027.78,447143.03,972.0,432327.03,364741.16,1019.0,526666.21,407030.18,1140.0,576067.53,435508.4
1114920477,2953.0,0.0,597007.06,2766.0,0.0,584179.7,2718.0,0.0,537354.01,3336.0,0.0,759583.6,3235.0,0.0,664704.78,3048.0,0.0,660279.68,3170.0,0.0,697145.73
1114926730,1182.0,,,1122.0,,,1025.0,,,890.0,,,860.0,,,874.0,,,874.0,,
1114928082,1151.0,0.0,271974.51,1040.0,0.0,245815.94,1441.0,0.0,325558.97,1541.0,0.0,332529.41,1134.0,0.0,164220.83,1060.0,0.0,138930.74,1293.0,0.0,198061.65
1114928561,409.0,11144.24,201923.2,385.0,13481.19,188212.14,390.0,16805.8,206557.93,392.0,21557.18,178614.85,541.0,23154.2,224358.35,411.0,20780.25,177815.51,335.0,25390.89,170820.42
1114940301,984.0,0.0,212110.03,122.0,0.0,11936.3,,,,,,,,,,,,,,,
1114950060,806.0,7007.99,291970.17,,,,,,,,,,,,,334.0,,,483.0,,
1114963824,1548.0,0.0,279174.87,1590.0,0.0,257090.26,1475.0,0.0,213676.79,,,,,,,,,,,,
1114985892,59.0,0.0,15118.37,62.0,0.0,17988.04,67.0,0.0,17551.14,87.0,0.0,21909.13,92.0,0.0,23442.91,97.0,0.0,23320.51,104.0,0.0,20263.26
1114987658,225.0,,,187.0,0.0,38954.22,190.0,0.0,48429.05,156.0,,,180.0,0.0,38021.62,140.0,0.0,29456.29,173.0,,
1124004213,470.0,0.0,151217.81,443.0,0.0,165599.84,565.0,,,562.0,0.0,161310.13,588.0,0.0,134789.42,604.0,0.0,160148.18,580.0,,
1124020888,529.0,176710.6,464464.67,480.0,260148.53,253136.41,522.0,363877.69,263645.07,511.0,393415.46,268254.98,441.0,501623.32,262966.81,,,,,,
1124021688,432.0,0.0,57227.61,318.0,0.0,50118.6,308.0,0.0,60831.97,231.0,0.0,48056.86,220.0,0.0,41794.18,208.0,0.0,51494.54,199.0,0.0,53617.21
1124021746,447.0,,,538.0,,,527.0,,,567.0,,,557.0,,,479.0,,,472.0,,
1124023999,771.0,0.0,180953.01,767.0,0.0,183541.18,734.0,0.0,160497.96,715.0,0.0,147145.29,700.0,0.0,148505.38,640.0,0.0,139039.99,719.0,0.0,145039.88
1124027495,997.0,0.0,247928.07,911.0,0.0,212191.05,866.0,0.0,208183.36,794.0,0.0,189167.78,59.0,0.0,3294.26,,,,,,
1124040209,1484.0,93213.77,1584306.49,1740.0,137483.21,1689386.03,1768.0,125519.81,2043856.85,1695.0,212133.19,1770440.22,1754.0,168615.62,1509459.31,1463.0,91501.24,1166519.99,1474.0,162112.33,1147399.07
1124044896,714.0,3463.26,358415.55,822.0,3583.32,502139.46,675.0,1718.32,360483.25,542.0,1181.37,250219.66,456.0,,,645.0,2438.9,421311.06,707.0,1579.45,496608.44
1124052428,649.0,1073588.49,493959.82,625.0,1082355.82,407202.58,663.0,1167102.29,447425.98,654.0,1049770.77,374602.53,721.0,951542.46,402737.59,771.0,1006940.02,433624.58,759.0,1099544.56,494010.37
1124065115,973.0,,,914.0,,,935.0,0.0,220383.66,925.0,,,898.0,,,881.0,,,868.0,,
1124070610,769.0,,,383.0,,,263.0,,,47.0,0.0,4588.37,,,,,,,,,
1124121140,150.0,0.0,19932.15,,,,,,,,,,,,,,,,,,
1124131958,1030.0,44299.79,1149036.86,1155.0,56709.73,1071469.32,1243.0,52355.13,1150681.88,1278.0,43910.68,1219617.31,1117.0,42607.8,986190.65,1184.0,36820.73,928169.19,934.0,38475.2,759525.04
1124134200,13.0,0.0,528.97,27.0,0.0,2228.03,17.0,0.0,623.35,,,,,,,,,,,,
1124150065,536.0,0.0,323127.91,516.0,0.0,312438.46,509.0,0.0,332222.41,410.0,0.0,252264.2,340.0,,,308.0,0.0,173965.78,305.0,,
1124176417,129.0,453.22,65111.31,192.0,,,238.0,,,235.0,,,243.0,,,228.0,0.0,94170.78,217.0,0.0,80583.38
1124180518,1452.0,6994.98,852135.09,951.0,7755.02,686949.52,842.0,5129.08,631356.44,829.0,16518.18,613621.32,738.0,2315.93,523183.79,792.0,2060.91,539689.23,704.0,4693.81,549129.93
1124182662,492.0,41.21,193327.55,579.0,0.0,203273.86,528.0,0.0,183470.59,446.0,0.0,176905.5,502.0,0.0,193304.7,549.0,,,669.0,,
1124183025,,,,11.0,0.0,3260.71,,,,,,,,,,12.0,0.0,2020.16,,,
1124201140,353.0,0.0,99667.51,346.0,0.0,121312.96,422.0,0.0,165488.56,491.0,0.0,156737.67,511.0,0.0,149225.23,497.0,0.0,178225.04,555.0,0.0,172613.93
1124219332,367.0,1013.21,129378.4,396.0,8777.05,146380.68,403.0,,,378.0,40379.07,140790.5,378.0,7271.6,157239.89,370.0,,,376.0,,
1124223433,221.0,,,278.0,1702.41,130420.78,278.0,6316.52,146343.15,298.0,,,336.0,,,336.0,,,114.0,,
1124229380,275.0,0.0,33533.74,876.0,0.0,141267.15,506.0,0.0,80137.05,321.0,0.0,60307.56,260.0,0.0,50771.94,107.0,0.0,36014.5,101.0,0.0,42876.61
1124233184,,,,,,,,,,40.0,0.0,14222.17,15.0,0.0,4232.22,18.0,0.0,3377.0,119.0,0.0,23288.26
1124260880,,,,136.0,,,,,,11.0,0.0,2183.75,13.0,,,18.0,0.0,1817.49,14.0,0.0,1654.5
1124274998,297.0,0.0,49508.12,727.0,,,191.0,0.0,36092.82,24.0,0.0,13981.9,88.0,0.0,30986.08,131.0,0.0,65304.46,176.0,,
1124278320,291.0,0.0,77892.44,434.0,0.0,111567.97,,,,11.0,0.0,5934.37,,,,398.0,0.0,138072.36,492.0,,
1124288907,614.0,0.0,85017.53,492.0,0.0,66893.74,,,,19.0,0.0,4510.07,,,,11.0,0.0,3292.84,15.0,0.0,1624.8
1124298575,816.0,348617.67,796349.47,968.0,656607.32,866680.53,1025.0,610836.49,754539.01,1473.0,854536.8,748961.24,1236.0,997007.31,786823.54,1252.0,1138859.46,742451.81,1041.0,912257.91,551311.53
1124401427,,,,,,,,,,,,,62.0,0.0,7450.33,185.0,0.0,19237.01,450.0,0.0,84099.03
1134114382,1267.0,432452.5,739891.76,1284.0,526062.68,738764.85,1233.0,664346.25,710078.13,1207.0,695726.89,755575.32,1201.0,819010.73,738440.43,1214.0,977857.83,646939.15,1281.0,1482962.94,730363.97
1134121692,739.0,,,739.0,0.0,223142.42,749.0,0.0,226456.58,663.0,0.0,205393.31,415.0,0.0,107209.58,,,,,,
1134122633,685.0,1369824.06,768846.22,695.0,1694344.4,631836.58,752.0,1673609.3,598480.04,707.0,1785911.73,545770.51,697.0,1864509.45,508984.53,674.0,1778923.46,468879.28,659.0,1905316.28,475597.74
1134126543,,,,,,,,,,,,,,,,,,,51.0,0.0,9318.25
1134137441,294.0,,,308.0,2653.12,121715.98,242.0,,,251.0,2952.05,81642.63,230.0,4473.22,88999.13,225.0,,,211.0,4301.68,96014.93
1134144595,723.0,,,853.0,,,908.0,,,946.0,,,1056.0,,,1098.0,,,957.0,,
1134161078,547.0,0.0,147038.27,554.0,0.0,162574.91,511.0,0.0,132701.52,386.0,0.0,108888.13,460.0,,,483.0,0.0,150271.05,509.0,0.0,146213.48
1134178486,568.0,0.0,117052.4,596.0,0.0,119465.47,634.0,0.0,121278.42,622.0,0.0,102841.61,650.0,0.0,110239.34,645.0,0.0,95169.33,587.0,0.0,85671.17
1134178643,543.0,2963.17,511489.48,568.0,3034.44,527492.52,631.0,2465.99,551047.81,716.0,5073.91,574864.28,783.0,5230.77,580167.71,800.0,5939.59,573224.56,844.0,8848.93,636729.74
